id,length,pack,state,size,condition,cat2,stacks,width,count,target
1582,24460,50434.3897,ST-1A,5437,CO-5,CA-D,49124,13938.017,64978.17964,TA-1
1583,2024,52715.1696,ST-19,51166,CO-B,CA-6,34349,25909.112,22589.89164,TA-4
1584,12375,38576.5651,ST-C,39086,CO-1,CA-E,42324,6085.45,88378.59608,TA-3
1585,11637,39734.9884,ST-2B,12115,CO-1,CA-6,31956,8361.897,87408.11863,TA-1
1586,13613,56363.4898,ST-8,18995,CO-8,CA-2,62968,12305.048,66644.98666,TA-1
1587,4081,61997.1475,ST-18,43746,CO-8,CA-C,51110,4181.741,4933.7174,TA-3
1588,31356,NA,ST-C,4681,CO-4,CA-1,46696,20905.959,39718.42192,TA-0
1589,21783,NA,ST-29,40438,CO-C,CA-3,43809,8744.14,48644.30391,TA-4
1590,26302,47961.3658,ST-1F,1754,CO-1,CA-6,27237,2466.464,13145.87384,TA-1
1591,36910,59238.1019,ST-29,31309,CO-3,CA-C,34165,1844.002,52194.19982,TA-4
1592,6603,35139.3826,ST-27,34064,CO-3,CA-12,30084,23662.151,39723.1042,TA-2
1593,8996,53238.3917,ST-24,50628,CO-4,CA-6,48321,22677.385,73214.00391,TA-4
1594,28867,42010.123,ST-2A,46156,CO-0,CA-7,55048,1235.622,83134.17804,TA-4
1595,27388,73446.5892,ST-14,25062,CO-5,CA-11,35419,12265.768,43215.43637,TA-2
1596,2844,28514.5561,ST-2,4801,CO-8,CA-15,42979,8764.866,40888.12365,TA-0
1597,30259,63188.9909,ST-11,11024,CO-9,CA-F,41196,4472.387,66039.05299,TA-1
1598,12315,NA,ST-8,43611,CO-9,CA-18,36323,14614.868,84796.45265,TA-3
1599,2681,NA,ST-10,50861,CO-2,CA-F,40988,7371.096,59424.11544,TA-3
1600,24656,39493.5254,ST-1F,15837,CO-9,CA-A,37851,10499.783,42581.91331,TA-2
1601,33896,41589.6194,ST-8,22140,CO-5,CA-6,40370,22107.671,61893.58618,TA-1
1602,31397,30651.3372,ST-C,3419,CO-9,CA-A,40205,23938.911,5710.88775,TA-0
1603,31717,43018.8159,ST-28,26842,CO-9,CA-1,39954,15464.289,32199.17425,TA-4
1604,6471,50077.1581,ST-1A,43526,CO-3,CA-11,35658,16451.362,64849.48877,TA-3
1605,12336,48713.1795,ST-12,35744,CO-A,CA-15,37533,11179.319,16680.0122,TA-2
1606,22107,26782.9114,ST-28,50203,CO-A,CA-12,39781,20094.52,70425.60187,TA-4
1607,9474,63469.0055,ST-2,43813,CO-8,CA-2,29426,18131.603,88040.53927,TA-3
1608,18091,44203.1863,ST-C,9343,CO-2,CA-16,40533,14633.609,61289.14637,TA-0
1609,16303,70579.1033,ST-1F,1976,CO-B,CA-D,44721,11911.182,59740.74065,TA-0
1610,11485,57966.4785,ST-5,41744,CO-4,CA-7,38218,17511.758,5966.08966,TA-3
1611,21376,34570.8084,ST-C,29494,CO-B,CA-0,45359,5002.165,40404.9317,TA-2
1612,4916,35925.9761,ST-1C,819,CO-9,CA-1,30834,23972.538,66223.14373,TA-0
1613,7283,49425.9655,ST-14,40918,CO-A,CA-6,49229,2555.722,63851.19155,TA-3
1614,28602,44213.1687,ST-2A,33572,CO-2,CA-D,39663,5481.381,59414.05353,TA-4
1615,17642,44461.4762,ST-29,7944,CO-C,CA-4,30744,13581.158,56227.47449,TA-1
1616,18014,35692.0891,ST-23,35078,CO-8,CA-9,48915,21861.764,64537.98395,TA-3
1617,29803,26864.8261,ST-12,13160,CO-0,CA-9,42573,11057.397,72371.43873,TA-1
1618,9079,44387.797,ST-2,33038,CO-6,CA-C,27293,15391.459,52098.55808,TA-2
1619,24521,40806.8404,ST-2B,4518,CO-0,CA-13,35215,9631.65,88153.05552,TA-1
1620,29831,45862.3011,ST-1D,4181,CO-1,CA-2,47855,7237.171,68392.86088,TA-1
1621,20606,52006.8456,ST-26,40379,CO-B,CA-10,55074,16429.885,21350.17172,TA-4
1622,10081,50626.6314,ST-25,27584,CO-9,CA-8,48727,2418.382,39431.48312,TA-2
1623,13237,54671.6342,ST-F,45859,CO-C,CA-C,26039,2054.22,36709.03171,TA-3
1624,30067,43232.3903,ST-8,44146,CO-C,CA-15,53727,4026.898,18999.72353,TA-3
1625,4975,31115.4514,ST-21,41438,CO-4,CA-12,31450,22190.878,33424.53617,TA-3
1626,11380,NA,ST-27,24158,CO-6,CA-1,45598,1253.799,69041.10798,TA-2
1627,10800,52309.3541,ST-D,44350,CO-C,CA-A,51067,9410.585,31726.65991,TA-3
1628,16485,61713.5948,ST-E,19429,CO-9,CA-17,17863,16610.384,70548.25828,TA-1
1629,3721,26540.5206,ST-11,24190,CO-4,CA-1,47253,21854.631,49034.52549,TA-1
1630,6457,60419.9502,ST-22,20478,CO-9,CA-10,26963,13339.786,25787.235,TA-1
1631,5850,68068.4027,ST-2,30096,CO-3,CA-11,35047,19399.454,68435.6968,TA-1
1632,21587,32974.0023,ST-20,39802,CO-C,CA-6,25129,1332.335,58127.78156,TA-4
1633,5081,40986.78,ST-10,38535,CO-5,CA-10,36227,22375.819,70658.81141,TA-2
1634,17765,61700.8475,ST-28,16917,CO-8,CA-E,30154,18031.805,12029.974,TA-2
1635,8857,42727.6091,ST-13,7050,CO-8,CA-14,51122,26090.624,74579.53037,TA-0
1636,4820,65982.4326,ST-13,31321,CO-3,CA-2,31344,22609.123,88638.81079,TA-2
1637,31906,49373.3513,ST-21,20592,CO-1,CA-15,31853,19419.061,42957.88257,TA-3
1638,24222,59638.3194,ST-2B,40331,CO-2,CA-12,37237,11322.903,52898.75939,TA-4
1639,20447,27801.9933,ST-C,18415,CO-A,CA-3,29181,2684.989,75396.58717,TA-1
1640,24366,37163.5285,ST-28,15784,CO-2,CA-0,58768,19439.247,55332.63994,TA-3
1641,11662,41196.166,ST-21,18634,CO-3,CA-4,45898,8014.974,31048.42231,TA-2
1642,8335,30054.963,ST-27,24876,CO-C,CA-2,41706,2367.918,65812.81738,TA-2
1643,27370,36503.034,ST-18,29231,CO-4,CA-19,29488,18051.393,40952.43317,TA-2
1644,24979,39552.1884,ST-19,47579,CO-D,CA-8,41708,2470.946,45229.51337,TA-4
1645,19768,39713.5905,ST-9,22527,CO-4,CA-10,27719,7310.307,7891.55623,TA-1
1646,30228,24731.0443,ST-19,46209,CO-9,CA-A,32967,2807.124,44453.57566,TA-4
1647,38613,44269.7878,ST-E,20068,CO-2,CA-12,30026,3979.509,1214.77183,TA-2
1648,4469,69853.6042,ST-29,26564,CO-1,CA-13,47727,7813.061,74910.73583,TA-1
1649,33734,37554.152,ST-17,30606,CO-C,CA-7,34436,16131.378,48831.82754,TA-3
1650,18460,55287.5826,ST-26,6814,CO-0,CA-C,35948,22282.784,52650.31135,TA-1
1651,32721,52830.6016,ST-0,22322,CO-7,CA-F,25263,26006.923,966.69082,TA-1
1652,27618,42328.2235,ST-11,7499,CO-9,CA-15,32766,24029.054,28732.90976,TA-0
1653,18061,64126.9513,ST-21,12616,CO-9,CA-17,53630,22996.047,73050.21693,TA-1
1654,7418,42796.5689,ST-25,28988,CO-3,CA-14,50338,16775.24,16613.74044,TA-2
1655,23041,53241.0563,ST-20,44962,CO-6,CA-4,35764,16568.147,89311.85715,TA-4
1656,5449,25186.6764,ST-2,49385,CO-4,CA-2,30376,3214.079,40362.65454,TA-4
1657,33684,56505.0157,ST-1,40094,CO-D,CA-19,43453,24290.029,71711.47711,TA-2
1658,35061,24788.0189,ST-11,44833,CO-8,CA-13,31192,16311.294,77018.53914,TA-4
1659,35947,56360.5422,ST-17,44036,CO-6,CA-14,32389,9083.684,37686.22833,TA-4
1660,32596,29732.0229,ST-15,21135,CO-B,CA-7,55793,20446.61,78806.21149,TA-2
1661,36956,51400.0779,ST-14,48881,CO-7,CA-18,47660,4754.131,31740.92506,TA-4
1662,871,40345.8743,ST-27,31979,CO-B,CA-D,48302,5438.206,63727.10146,TA-2
1663,23007,68223.8554,ST-11,35446,CO-2,CA-0,50552,15473.563,9985.37587,TA-3
1664,14791,50386.1105,ST-1E,10995,CO-1,CA-7,45037,10846.0,67928.47585,TA-1
1665,25394,47960.3644,ST-1B,51344,CO-9,CA-E,53131,27088.908,28277.05559,TA-4
1666,28346,54514.432,ST-23,45041,CO-1,CA-15,31902,4569.462,6235.40763,TA-4
1667,37584,60371.6882,ST-2B,9019,CO-A,CA-12,21498,8817.203,10917.55561,TA-3
1668,18455,46682.1877,ST-18,8858,CO-8,CA-8,26157,4587.204,80353.60789,TA-1
1669,35818,37933.634,ST-1B,48338,CO-9,CA-E,59016,9826.607,85908.38773,TA-4
1670,11412,52791.2096,ST-C,4401,CO-D,CA-B,49884,17542.115,71040.73934,TA-0
1671,12248,60557.4555,ST-5,32868,CO-6,CA-E,54765,22927.785,48432.43364,TA-2
1672,24656,8230.1433,ST-1E,28717,CO-B,CA-8,50824,22032.721,53194.7384,TA-3
1673,29428,34571.598,ST-1,49877,CO-5,CA-C,36052,18149.827,73452.45278,TA-3
1674,22017,43755.2341,ST-23,10406,CO-2,CA-13,43475,1199.52,21764.4846,TA-1
1675,22981,16475.0922,ST-E,46211,CO-A,CA-1,40272,25582.355,2418.87928,TA-4
1676,9024,35011.2315,ST-1E,41982,CO-C,CA-8,35497,17104.996,36094.78376,TA-3
1677,22854,55642.9482,ST-15,36417,CO-6,CA-8,41017,22448.71,58536.36015,TA-3
1678,15870,42725.3873,ST-F,27307,CO-A,CA-5,37384,23672.131,71096.11583,TA-2
1679,3308,46579.7836,ST-C,47620,CO-0,CA-B,37233,6516.663,20378.77454,TA-3
1680,36372,NA,ST-0,28656,CO-D,CA-2,43875,21365.748,7489.42761,TA-2
1681,18339,28320.8446,ST-13,39771,CO-0,CA-F,28314,26731.946,20231.63288,TA-3
1682,27569,49466.1094,ST-E,12349,CO-D,CA-7,45960,7776.369,19936.25709,TA-1
1683,33482,53667.4909,ST-15,20868,CO-8,CA-2,42335,17331.844,61066.96974,TA-3
1684,2489,48040.26,ST-3,12532,CO-D,CA-18,31814,23031.658,965.80047,TA-0
1685,33002,41267.0608,ST-4,36083,CO-5,CA-F,45481,2922.188,74636.73556,TA-2
1686,18955,56710.9761,ST-1F,34111,CO-1,CA-19,37951,26170.889,86573.1532,TA-3
1687,25123,44811.0946,ST-0,6778,CO-C,CA-4,44794,26658.923,45435.31752,TA-0
1688,25053,NA,ST-25,36493,CO-5,CA-1,37364,18289.476,44148.7732,TA-4
1689,17072,35817.5565,ST-1E,47530,CO-7,CA-0,36340,3819.122,80181.33457,TA-4
1690,10193,34827.5516,ST-F,25157,CO-D,CA-A,20038,15200.491,70664.81123,TA-1
1691,33589,NA,ST-C,10210,CO-D,CA-14,27843,5458.783,83293.01348,TA-0
1692,35120,56403.5025,ST-1B,38187,CO-A,CA-3,44823,946.37,16146.47881,TA-4
1693,5913,66579.3067,ST-A,28391,CO-3,CA-D,46748,12682.26,64010.9834,TA-1
1694,36590,51831.5848,ST-12,28368,CO-4,CA-19,20745,11180.664,14735.21935,TA-2
1695,23673,32448.0126,ST-10,48174,CO-5,CA-18,32225,20754.945,25596.24315,TA-4
1696,36386,37368.8231,ST-10,31771,CO-3,CA-2,17063,26413.011,39308.07231,TA-3
1697,12563,48393.1308,ST-4,30333,CO-4,CA-3,42778,7620.383,73508.88511,TA-2
1698,21361,55529.4387,ST-0,6427,CO-1,CA-16,16935,9501.161,26241.47093,TA-0
1699,31115,49719.8212,ST-4,8023,CO-A,CA-B,39148,11730.212,59963.8717,TA-0
1700,37579,47768.4666,ST-25,46015,CO-C,CA-D,25724,1933.539,22806.44077,TA-4
1701,8382,31736.6072,ST-27,49482,CO-A,CA-11,48765,27007.677,31280.98395,TA-4
1702,13709,48140.9481,ST-21,37020,CO-4,CA-3,46776,16564.874,78078.52638,TA-3
1703,7186,74784.8582,ST-E,41079,CO-5,CA-E,34043,22302.771,52795.52129,TA-3
1704,30776,35315.5328,ST-1C,24863,CO-3,CA-14,20128,18173.941,38776.59243,TA-3
1705,4620,37182.4993,ST-9,1274,CO-B,CA-B,21597,27291.948,7735.61016,TA-0
1706,12380,63844.3493,ST-1F,47186,CO-D,CA-6,30689,13941.045,75049.39372,TA-4
1707,28877,56417.9694,ST-10,7857,CO-A,CA-D,32785,11747.833,43423.85209,TA-0
1708,35643,63841.7313,ST-9,50500,CO-4,CA-13,45079,16268.722,45042.29891,TA-4
1709,37765,32852.5256,ST-2,17651,CO-5,CA-C,30606,2042.064,54668.25064,TA-0
1710,2616,13659.5708,ST-24,34535,CO-0,CA-E,47229,12573.414,63792.84401,TA-2
1711,3518,41821.3064,ST-8,33233,CO-8,CA-12,33052,12079.241,77101.16365,TA-2
1712,2288,59811.5725,ST-1D,21537,CO-3,CA-0,33693,25777.938,6394.57904,TA-1
1713,25927,36940.2811,ST-13,16921,CO-9,CA-18,50286,4140.409,72776.62033,TA-1
1714,39044,52033.145,ST-10,16907,CO-2,CA-A,40847,2867.603,69641.04248,TA-2
1715,21597,58503.3527,ST-C,25177,CO-B,CA-F,50697,14800.553,10326.72412,TA-1
1716,24397,52410.1392,ST-0,12004,CO-7,CA-3,42412,18491.562,79462.00174,TA-0
1717,11713,NA,ST-1B,50428,CO-4,CA-C,50683,21258.911,54593.09169,TA-4
1718,29939,39167.9414,ST-12,35130,CO-2,CA-7,47497,13085.351,11509.77683,TA-3
1719,35494,33007.906,ST-4,32970,CO-D,CA-D,36114,9250.475,17487.17955,TA-2
1720,12783,69360.4878,ST-1B,27988,CO-C,CA-8,45959,13333.198,49093.28052,TA-2
1721,11937,55800.2378,ST-8,51156,CO-4,CA-F,15424,11232.569,38604.98158,TA-4
1722,27604,43429.239,ST-23,39035,CO-9,CA-15,51920,20452.824,68087.08146,TA-4
1723,25527,29261.1153,ST-1D,34806,CO-7,CA-4,57099,21012.339,6672.51349,TA-4
1724,36634,56417.232,ST-1B,39716,CO-C,CA-18,35744,11481.212,69758.35768,TA-4
1725,14316,37570.7565,ST-28,39805,CO-0,CA-A,36593,23905.496,44872.35811,TA-4
1726,23758,32736.4108,ST-5,2617,CO-2,CA-16,30761,13041.289,78974.38625,TA-0
1727,30036,38614.251,ST-0,13649,CO-D,CA-19,28116,26416.55,53931.79974,TA-0
1728,33874,NA,ST-D,33081,CO-6,CA-15,35809,16145.713,10545.15651,TA-2
1729,11240,53683.2147,ST-1D,451,CO-7,CA-19,47298,15157.764,6552.71904,TA-0
1730,10428,45266.4712,ST-1,45806,CO-8,CA-2,46223,10050.91,52638.29087,TA-3
1731,5328,54757.2365,ST-2A,8487,CO-D,CA-B,42924,25243.704,24153.90781,TA-0
1732,2311,NA,ST-24,11316,CO-2,CA-13,50858,5220.646,64948.46514,TA-0
1733,2197,35883.9595,ST-11,50009,CO-2,CA-3,37071,9378.571,3579.88523,TA-4
1734,2232,69758.4235,ST-20,31839,CO-6,CA-10,45222,12068.549,22776.52821,TA-2
1735,23267,28148.2139,ST-2,25475,CO-7,CA-8,20733,8209.359,11891.30433,TA-1
1736,7368,53786.8339,ST-2,42508,CO-0,CA-7,39324,23395.3,12434.58726,TA-3
1737,6128,27897.6057,ST-11,48508,CO-4,CA-12,48131,13094.147,72022.11521,TA-3
1738,28672,72007.6144,ST-1D,42638,CO-4,CA-8,44751,3990.158,54390.35027,TA-4
1739,37625,24664.6128,ST-7,29453,CO-5,CA-1,49468,21961.399,15342.30791,TA-2
1740,19070,45968.5214,ST-15,5982,CO-9,CA-9,13003,3613.299,76841.94075,TA-0
1741,10556,NA,ST-27,49391,CO-7,CA-C,48001,20252.585,72825.51228,TA-4
1742,15711,30023.0415,ST-1A,32760,CO-5,CA-16,34218,22367.416,68636.05874,TA-2
1743,30015,58389.5879,ST-8,19143,CO-5,CA-3,50850,23143.904,60158.73168,TA-1
1744,5286,41237.3466,ST-B,37169,CO-C,CA-E,39537,6589.161,9824.73992,TA-2
1745,7587,10145.6495,ST-1D,2329,CO-7,CA-0,44300,24366.104,20375.6928,TA-0
1746,32387,30981.8258,ST-14,14250,CO-4,CA-8,49153,9250.251,47486.80499,TA-2
1747,16695,41109.0846,ST-13,26469,CO-A,CA-16,57495,19823.073,12252.57754,TA-1
1748,17679,40311.7288,ST-1B,1118,CO-7,CA-8,58295,12290.43,39754.86072,TA-0
1749,26007,49939.6892,ST-C,36570,CO-D,CA-9,44443,12478.568,83316.06061,TA-3
1750,25389,21870.7937,ST-1C,47651,CO-5,CA-0,54326,9302.775,9209.70946,TA-4
1751,34530,52394.5545,ST-25,1849,CO-4,CA-13,26100,25512.964,89318.42031,TA-1
1752,8132,49424.9472,ST-20,12435,CO-2,CA-9,52642,23273.397,11391.07335,TA-1
1753,15200,63519.1232,ST-16,9273,CO-B,CA-D,38733,12998.526,1242.67751,TA-0
1754,37359,39025.129,ST-22,41181,CO-6,CA-3,29953,26969.463,25870.10303,TA-4
1755,36129,59835.7069,ST-C,35244,CO-0,CA-0,44788,3994.372,27420.8034,TA-3
1756,35782,48328.4748,ST-26,32233,CO-8,CA-9,47161,24348.54,14802.74125,TA-4
1757,27529,53900.2793,ST-B,46848,CO-7,CA-2,19628,21304.542,71478.45872,TA-4
1758,7057,53981.2746,ST-1B,20323,CO-9,CA-2,35115,18089.681,41078.09013,TA-1
1759,14684,NA,ST-7,43025,CO-8,CA-6,61370,20789.468,25260.4914,TA-3
1760,17623,63935.7018,ST-1A,5320,CO-A,CA-A,50704,23534.89,6207.27746,TA-0
1761,12332,44305.8596,ST-1E,6733,CO-3,CA-6,34921,4238.306,38551.16989,TA-0
1762,24573,NA,ST-2,27525,CO-9,CA-0,27957,10126.678,64412.66611,TA-2
1763,23845,52254.9613,ST-10,19302,CO-4,CA-11,43224,3690.672,16689.61406,TA-1
1764,1809,39783.7896,ST-E,49915,CO-A,CA-A,35776,5294.719,72315.19515,TA-3
1765,1728,NA,ST-28,41687,CO-1,CA-8,50784,2838.403,6831.85217,TA-3
1766,15669,41470.7336,ST-1,26048,CO-5,CA-5,42234,5753.541,8122.64941,TA-1
1767,25820,36122.1875,ST-21,17035,CO-4,CA-10,41267,11298.503,24091.59021,TA-2
1768,4195,46425.1459,ST-D,6495,CO-8,CA-4,26601,23133.357,4915.56218,TA-0
1769,23391,NA,ST-9,11290,CO-6,CA-10,51518,18375.556,2728.09623,TA-0
1770,29029,60780.3158,ST-4,24026,CO-6,CA-10,51762,21151.652,78395.07044,TA-1
1771,36744,46185.4839,ST-1E,19121,CO-0,CA-12,28733,15655.229,16038.33751,TA-3
1772,17751,34622.4064,ST-1C,32249,CO-4,CA-18,45342,12185.933,12607.36151,TA-2
1773,27606,41210.1246,ST-1C,5012,CO-4,CA-14,38392,23263.39,57251.86894,TA-1
1774,13226,38813.0118,ST-12,14391,CO-B,CA-13,32851,4514.324,67861.51107,TA-0
1775,28193,47369.2083,ST-A,1142,CO-3,CA-9,47132,15145.443,54812.84574,TA-0
1776,37687,55900.0751,ST-3,48325,CO-7,CA-19,51582,4565.063,26038.63183,TA-3
1777,15063,46340.1128,ST-11,3597,CO-D,CA-10,38274,12755.347,43336.82786,TA-0
1778,9652,47365.705,ST-C,43128,CO-7,CA-12,45041,17469.585,88201.36057,TA-3
1779,28703,41354.2309,ST-2A,29491,CO-B,CA-7,46986,6756.771,34591.84812,TA-4
1780,39061,56410.7999,ST-1E,33850,CO-C,CA-A,40393,7909.326,28368.47487,TA-4
1781,33034,50963.9443,ST-17,26117,CO-3,CA-10,31937,7373.179,73080.26738,TA-3
1782,11500,23760.314,ST-2,34344,CO-1,CA-18,32586,15394.674,19809.77897,TA-1
1783,32704,29000.5437,ST-6,17330,CO-C,CA-15,32104,2369.055,66637.71394,TA-0
1784,5988,33833.8222,ST-1,22368,CO-2,CA-B,33861,23633.971,11068.75153,TA-1
1785,19875,44721.7328,ST-B,41275,CO-C,CA-13,30616,24192.882,48240.51795,TA-3
1786,26202,53709.0334,ST-1,19888,CO-3,CA-13,25407,26070.915,10474.20406,TA-0
1787,13185,44209.9388,ST-20,11144,CO-5,CA-0,22957,21065.146,89278.48232,TA-1
1788,20554,37935.6947,ST-13,24681,CO-8,CA-5,43256,25694.654,52752.43489,TA-2
1789,25533,48118.0763,ST-1A,46556,CO-D,CA-C,33016,15377.595,42026.09808,TA-4
1790,15334,46851.8751,ST-2B,38230,CO-5,CA-15,26762,14047.065,88451.35405,TA-3
1791,1040,43736.688,ST-D,20136,CO-B,CA-19,41661,13064.697,6620.92152,TA-0
1792,28619,56526.5416,ST-3,11287,CO-2,CA-19,49293,7463.838,81814.84911,TA-0
1793,1011,47245.7771,ST-E,1464,CO-B,CA-18,33640,25018.269,52326.66585,TA-0
1794,24203,46695.009,ST-1B,23930,CO-1,CA-11,27673,23180.741,40480.6307,TA-2
1795,18030,42200.308,ST-C,9472,CO-1,CA-5,42175,14381.211,81780.29328,TA-0
1796,851,50590.9579,ST-26,45436,CO-7,CA-6,53535,15380.074,72705.58411,TA-3
1797,31913,46493.234,ST-D,5071,CO-2,CA-A,35712,26640.283,37651.93202,TA-0
1798,10675,35285.2637,ST-6,48126,CO-2,CA-11,48440,5264.022,85427.33786,TA-3
1799,29148,82476.1812,ST-25,8734,CO-A,CA-E,46428,24419.171,76061.35638,TA-2
1800,14071,56363.0446,ST-D,43062,CO-1,CA-15,42895,2275.028,70692.29618,TA-3
1801,30502,47738.2102,ST-1F,1368,CO-2,CA-0,38617,8150.648,3501.91687,TA-1
1802,28670,36318.9493,ST-10,28878,CO-1,CA-3,35237,26244.179,15752.43754,TA-3
1803,10232,70986.6467,ST-3,37147,CO-2,CA-12,37479,17292.537,59424.88989,TA-2
1804,28009,55735.911,ST-9,9865,CO-5,CA-0,40482,25101.647,68007.31441,TA-1
1805,17805,47587.2815,ST-1E,16618,CO-C,CA-4,44839,6773.579,55801.25578,TA-2
1806,38080,29775.7905,ST-1D,50627,CO-C,CA-5,55002,1843.345,58747.12288,TA-4
1807,18177,52267.8929,ST-28,21992,CO-0,CA-1,48420,1927.734,39784.75411,TA-3
1808,14639,49181.8988,ST-12,5460,CO-8,CA-3,31469,5527.441,22863.55186,TA-0
1809,10804,38756.1888,ST-13,1277,CO-3,CA-10,43757,19801.615,50936.88643,TA-0
1810,11968,42296.5319,ST-9,18277,CO-D,CA-3,44123,24591.531,1308.1108,TA-1
1811,18914,29676.5357,ST-1D,39927,CO-0,CA-13,31297,25028.853,6584.31166,TA-3
1812,7318,31542.2506,ST-7,28594,CO-0,CA-19,43569,2985.384,46940.05155,TA-1
1813,25536,46549.3424,ST-22,38005,CO-B,CA-E,48432,13977.305,67415.11524,TA-4
1814,20356,51364.4232,ST-7,6216,CO-3,CA-0,48201,10981.03,77029.60158,TA-0
1815,16993,55264.1487,ST-8,17731,CO-7,CA-6,40403,24192.079,57006.47244,TA-1
1816,25215,50664.9091,ST-A,3887,CO-D,CA-8,49804,7754.977,12444.53602,TA-0
1817,34630,54115.8055,ST-23,30793,CO-4,CA-12,35364,4212.552,72528.18586,TA-4
1818,1417,45403.1347,ST-1A,20876,CO-B,CA-2,33247,9950.366,2401.16967,TA-1
1819,3336,44049.8573,ST-B,9700,CO-C,CA-10,33479,2944.198,14967.55259,TA-0
1820,9931,56468.915,ST-2B,41406,CO-5,CA-16,61486,13880.98,8884.10095,TA-3
1821,5408,22021.207,ST-3,29005,CO-6,CA-A,51148,11656.673,18453.25304,TA-1
1822,12761,62974.9618,ST-11,8469,CO-0,CA-13,41521,4657.861,15272.74506,TA-0
1823,32766,45169.2541,ST-15,15161,CO-0,CA-18,33707,13855.282,4481.15216,TA-1
1824,6259,75172.9889,ST-1E,19478,CO-5,CA-16,44939,4454.239,46793.02731,TA-1
1825,39407,44709.1699,ST-29,39660,CO-A,CA-A,24537,3480.936,10178.93126,TA-4
1826,34360,53065.1542,ST-9,22256,CO-A,CA-0,33467,12337.69,45871.80926,TA-2
1827,4809,77446.9724,ST-F,42924,CO-5,CA-4,34246,6570.824,44537.59008,TA-3
1828,6498,69158.9703,ST-7,25189,CO-C,CA-12,23743,19178.892,44559.89094,TA-1
1829,31279,45008.2678,ST-8,10163,CO-9,CA-A,49536,11410.396,20133.68568,TA-0
1830,31785,62228.8056,ST-1B,43960,CO-4,CA-6,38461,15646.867,71873.44421,TA-4
1831,10151,NA,ST-11,42984,CO-A,CA-12,21241,13826.178,44099.4943,TA-3
1832,15156,36709.1177,ST-17,2183,CO-2,CA-5,30140,5615.355,24098.25554,TA-0
1833,5281,42147.9062,ST-16,9900,CO-D,CA-16,50724,15158.677,18220.1927,TA-0
1834,8914,14737.2766,ST-19,51500,CO-A,CA-17,31874,23305.898,89341.60596,TA-4
1835,30260,55163.351,ST-27,27281,CO-4,CA-7,25201,25196.71,75413.36413,TA-4
1836,21447,NA,ST-4,34562,CO-4,CA-8,43815,6811.251,29482.63713,TA-2
1837,20788,50458.6305,ST-6,13807,CO-9,CA-14,37526,5684.68,81511.02743,TA-0
1838,23521,55355.3583,ST-15,44672,CO-5,CA-C,49040,5708.615,52153.06207,TA-4
1839,17306,48216.7466,ST-1F,15525,CO-5,CA-D,32194,3487.693,87455.40206,TA-1
1840,19631,35927.3828,ST-6,43318,CO-7,CA-E,54183,7123.974,23401.84347,TA-3
1841,26755,45550.9484,ST-C,24114,CO-5,CA-9,44212,12806.372,25238.41969,TA-2
1842,11088,45080.175,ST-7,49234,CO-2,CA-12,33927,6822.249,74273.73113,TA-3
1843,37247,34926.1831,ST-2A,7541,CO-5,CA-13,30872,2944.356,72883.20024,TA-3
1844,32528,61666.0834,ST-1B,8693,CO-4,CA-9,52611,4158.815,65109.94742,TA-2
1845,39393,28849.4118,ST-28,44502,CO-2,CA-1,34792,19429.453,13100.57078,TA-4
1846,17611,43702.488,ST-1C,3364,CO-B,CA-8,33645,21962.456,21351.45089,TA-0
1847,873,21841.7961,ST-28,37527,CO-0,CA-7,40826,20361.565,33435.83915,TA-2
1848,8577,49989.6266,ST-D,22154,CO-0,CA-4,70406,16655.504,88775.522,TA-1
1849,12733,33147.047,ST-1C,5277,CO-8,CA-A,51532,8147.673,88878.32552,TA-0
1850,3932,19236.8362,ST-1D,2920,CO-8,CA-2,29560,25948.794,43915.74739,TA-0
1851,32337,42160.6818,ST-5,1272,CO-2,CA-7,40206,2316.823,47431.52542,TA-0
1852,37839,28046.427,ST-21,38237,CO-1,CA-12,41746,19580.84,1038.4694,TA-4
1853,5231,31115.0906,ST-1E,15396,CO-2,CA-13,31501,24849.539,25938.61943,TA-0
1854,13036,36167.097,ST-B,50719,CO-5,CA-18,36811,4230.07,54231.14249,TA-3
1855,23624,59163.9585,ST-7,10267,CO-C,CA-12,45163,14353.227,65877.60242,TA-0
1856,19465,NA,ST-10,19266,CO-8,CA-9,34144,24285.228,78598.45537,TA-1
1857,17767,61088.6803,ST-1D,36233,CO-4,CA-10,42035,14823.278,19776.03538,TA-3
1858,19573,42839.5488,ST-12,10914,CO-4,CA-1,31858,9333.953,21674.21554,TA-1
1859,5956,37809.0642,ST-8,3646,CO-6,CA-8,45954,14710.648,58026.66643,TA-0
1860,19012,39492.8581,ST-12,24212,CO-5,CA-15,45828,4744.325,10393.53945,TA-1
1861,12176,44604.8732,ST-1D,29477,CO-C,CA-E,36095,9626.04,37611.34295,TA-2
1862,12828,56627.4144,ST-29,7162,CO-5,CA-0,29171,19272.666,70302.46493,TA-1
1863,33099,39231.8187,ST-8,24788,CO-7,CA-15,37120,10116.338,83442.23847,TA-1
1864,22839,NA,ST-7,23192,CO-8,CA-C,34255,25779.967,82281.1251,TA-1
1865,7997,31891.2558,ST-1E,42100,CO-9,CA-3,43259,19737.913,58451.54032,TA-3
1866,25786,61165.843,ST-C,49130,CO-8,CA-6,33443,25649.795,69002.59317,TA-4
