id,convention,height,max,cat2,number,usage,region,length,code,power,item,weight,country,target
2635,CO-0,5727.86,42053,CA-B,15583,US-14,RE-10,12030.5839,CO-A,50295.67,IT-19,2209,CO-23,112268.50575465005
2636,CO-24,NA,35610,CA-19,17560,US-9,RE-18,16917.6862,CO-3,48242.35,IT-C,7057,CO-24,92165.40982495228
2637,CO-28,1334.44,35329,CA-7,21915,US-2,RE-2,11621.6121,CO-0,52551.14,IT-A,2708,CO-A,120087.76066363003
2638,CO-15,3441.08,47857,CA-0,23073,US-18,RE-3,13110.1875,CO-2,29324.75,IT-1E,32375,CO-E,48678.40477759565
2639,CO-2A,5538.44,29699,CA-F,21267,US-D,RE-15,14388.9764,CO-8,36719.56,IT-12,31975,CO-18,66702.86780493008
2640,CO-2A,1365.48,41097,CA-1F,12607,US-27,RE-F,8631.222,CO-0,56302.85,IT-12,44313,CO-25,140779.63586483436
2641,CO-22,NA,50616,CA-22,15354,US-1A,RE-1C,15438.5532,CO-7,43410.45,IT-11,1980,CO-A,82103.29957558439
2642,CO-1D,3248.81,56954,CA-E,16648,US-26,RE-15,7671.1048,CO-1,37240.79,IT-1A,45226,CO-2,87623.30473119239
2643,CO-20,5336.55,54471,CA-13,24169,US-1E,RE-6,11119.4196,CO-6,30427.15,IT-14,32651,CO-1A,57584.973726657016
2644,CO-1,718.12,58655,CA-27,11940,US-B,RE-12,6960.2033,CO-E,34829.62,IT-0,49447,CO-13,82627.1923167989
2645,CO-1E,1897.44,53330,CA-6,19842,US-2A,RE-18,13957.518,CO-5,35744.25,IT-1B,3402,CO-25,64014.92332050985
2646,CO-28,765.42,35238,CA-22,15636,US-0,RE-2,16582.275,CO-4,46430.73,IT-3,50394,CO-1A,89727.77132087582
2647,CO-10,6622.5,74893,CA-3,20235,US-16,RE-7,19623.1313,CO-A,50553.48,IT-13,39495,CO-10,92745.52462555449
2648,CO-12,6088.87,46235,CA-26,17443,US-1E,RE-2,15679.7297,CO-9,31639.56,IT-B,26382,CO-E,47904.89204312336
2649,CO-14,4028.93,32610,CA-19,23503,US-11,RE-2,12730.3864,CO-3,55717.35,IT-D,36264,CO-1F,127259.26733993103
2650,CO-27,NA,59609,CA-1A,16093,US-1C,RE-E,15444.4202,CO-A,52315.52,IT-B,29015,CO-6,109287.26825999978
2651,CO-3,5830.09,35455,CA-E,17838,US-17,RE-1,12987.0474,CO-3,58002.24,IT-A,20303,CO-2,132682.80412639704
2652,CO-C,2089.45,65678,CA-7,20120,US-22,RE-D,15537.5509,CO-9,43419.37,IT-1A,47264,CO-D,83698.01285724134
2653,CO-D,NA,40432,CA-17,19919,US-29,RE-F,15519.6918,CO-9,50150.96,IT-A,11935,CO-22,102034.72760925662
2654,CO-20,4141.89,49404,CA-1F,17913,US-19,RE-15,NA,CO-A,39316.27,IT-18,32221,CO-13,88060.77977811368
2655,CO-2A,5788.07,55679,CA-1B,16380,US-20,RE-4,18274.499,CO-4,64122.15,IT-1B,24217,CO-14,135595.84380586018
2656,CO-2C,NA,34332,CA-13,26594,US-11,RE-1,9466.6412,CO-10,35392.27,IT-18,9921,CO-13,76267.56905741632
2657,CO-A,6597.76,37076,CA-E,20337,US-1E,RE-9,10466.8887,CO-0,38456.4,IT-10,40394,CO-22,83193.7277783159
2658,CO-10,5829.8,36174,CA-16,26750,US-1B,RE-9,9151.4591,CO-D,48276.05,IT-1D,18474,CO-19,115164.73416689775
2659,CO-8,4006.29,39609,CA-9,9721,US-24,RE-B,7595.8496,CO-D,45539.91,IT-1B,997,CO-10,111276.14052565927
2660,CO-2E,5397.32,58899,CA-19,22479,US-22,RE-C,16002.2781,CO-9,40720.77,IT-E,48929,CO-10,74556.18001890127
2661,CO-1F,4530.94,45386,CA-25,14337,US-21,RE-1C,13484.4528,CO-1,53732.92,IT-F,51290,CO-0,119839.60541494266
2662,CO-2E,1820.69,37414,CA-1D,20260,US-10,RE-0,17227.6582,CO-10,41812.21,IT-8,34982,CO-1A,73683.72657813103
2663,CO-14,NA,53700,CA-10,16809,US-15,RE-C,11933.6511,CO-B,22269.71,IT-5,19166,CO-A,30926.78177387048
2664,CO-1,128.86,36959,CA-C,18400,US-25,RE-1C,7874.5929,CO-0,48336.08,IT-16,48103,CO-A,119626.62753104998
2665,CO-14,6888.18,46411,CA-13,20000,US-25,RE-D,15467.3632,CO-6,22047.09,IT-10,10211,CO-27,19732.080444950945
2666,CO-27,6488.38,52817,CA-7,13005,US-18,RE-D,12059.0667,CO-5,73590.63,IT-1B,32266,CO-9,181431.56610527472
2667,CO-2D,3351.63,43863,CA-18,22874,US-16,RE-11,14312.0793,CO-C,40956.32,IT-B,4533,CO-24,78302.15756372105
2668,CO-4,5618.16,34465,CA-1E,20998,US-E,RE-0,9816.4692,CO-D,41008.53,IT-5,32960,CO-F,92319.06923116877
2669,CO-18,3739.68,47567,CA-5,17772,US-11,RE-7,14717.6689,CO-9,34207.97,IT-17,25117,CO-1B,58136.55664972304
2670,CO-16,4693.82,68356,CA-5,15499,US-0,RE-16,14941.1249,CO-E,16397.14,IT-B,44080,CO-25,6034.203400408435
2671,CO-1F,1003.5,42797,CA-19,15657,US-7,RE-1A,15655.0572,CO-C,23872.35,IT-6,9953,CO-E,24521.14030453426
2672,CO-7,6374.35,57742,CA-F,12562,US-23,RE-7,14670.8242,CO-8,62838.71,IT-5,40833,CO-1A,142811.40150125293
2673,CO-4,3690.82,54871,CA-24,20314,US-4,RE-E,13126.7345,CO-2,55719.53,IT-5,34898,CO-27,126094.11585258678
2674,CO-2,1962.38,23817,CA-D,17573,US-10,RE-10,8162.9337,CO-9,48322.16,IT-10,50503,CO-7,118837.16673442141
2675,CO-7,3761.9,55955,CA-1,15253,US-26,RE-4,14838.1133,CO-2,41390.38,IT-14,15612,CO-13,78473.65229532644
2676,CO-8,3979.46,44786,CA-4,23229,US-2B,RE-14,10075.8433,CO-4,51224.26,IT-13,21855,CO-20,121231.50455682694
2677,CO-A,4997.02,36597,CA-1F,14886,US-19,RE-A,18310.3535,CO-F,49855.89,IT-F,47097,CO-B,94778.92041714424
2678,CO-8,2482.29,54795,CA-1A,13045,US-4,RE-7,8775.0262,CO-5,37479.06,IT-5,44018,CO-4,85188.81322418406
2679,CO-B,4569.98,33651,CA-26,18873,US-27,RE-11,13431.3748,CO-8,19487.43,IT-18,12627,CO-1,18226.54841580215
2680,CO-2E,5550.3,38467,CA-2,13387,US-1F,RE-1,14311.5277,CO-4,59187.69,IT-B,46242,CO-11,133327.2655260808
2681,CO-2,5229.08,48020,CA-D,24851,US-18,RE-1,9450.0295,CO-8,27959.53,IT-B,42712,CO-A,55352.158604386306
2682,CO-0,4111.64,39115,CA-27,22665,US-5,RE-16,14693.1197,CO-F,38356.5,IT-1C,3501,CO-D,69529.00818611388
2683,CO-1E,4440.74,28771,CA-16,11860,US-A,RE-E,11744.4576,CO-E,17107.9,IT-6,18932,CO-1C,16335.506234715938
2684,CO-1F,6774.39,70954,CA-C,14642,US-12,RE-5,13137.0118,CO-2,50795.81,IT-7,11132,CO-17,110807.96429098968
2685,CO-4,NA,45016,CA-19,18451,US-E,RE-8,13482.28,CO-D,52598.14,IT-C,24049,CO-11,115543.91571617701
2686,CO-16,2393.49,62566,CA-E,22633,US-5,RE-4,12503.681,CO-8,48694.33,IT-15,44195,CO-1E,107574.98280761026
2687,CO-1,3696.79,46890,CA-11,13758,US-24,RE-13,12724.5589,CO-D,40317.99,IT-14,38133,CO-3,82195.88293311607
2688,CO-9,1121.83,65806,CA-8,19479,US-28,RE-9,8447.5865,CO-6,38878.46,IT-7,8382,CO-1,89414.88597824397
2689,CO-19,NA,53235,CA-1E,19533,US-7,RE-5,7720.5391,CO-D,43706.0,IT-1,15268,CO-23,105824.91595913791
2690,CO-3,2697.64,71969,CA-17,21698,US-19,RE-A,11517.5928,CO-B,67270.96,IT-1,9863,CO-8,163762.3135961131
2691,CO-19,1775.44,48991,CA-1F,19267,US-2B,RE-17,12302.9013,CO-2,38768.06,IT-1E,8603,CO-5,77883.54621721404
2692,CO-2A,6046.48,39921,CA-24,21729,US-2,RE-13,16287.4272,CO-6,41933.52,IT-1,5602,CO-23,75447.58414311626
2693,CO-14,NA,46384,CA-1D,20848,US-1D,RE-6,9477.3304,CO-F,56789.91,IT-19,24928,CO-21,139339.67418960234
2694,CO-9,3875.76,46418,CA-16,13249,US-A,RE-6,13517.7816,CO-4,50099.57,IT-1C,36647,CO-1F,108571.82686038538
2695,CO-12,526.07,54180,CA-1C,16986,US-1F,RE-A,12018.0731,CO-B,47118.68,IT-E,5721,CO-A,103096.29539962228
2696,CO-C,5941.8,50998,CA-3,19919,US-11,RE-17,9444.6359,CO-5,24467.64,IT-7,2089,CO-1E,44117.44671394527
2697,CO-16,6323.15,45802,CA-2,20966,US-18,RE-5,15169.8029,CO-D,64683.47,IT-7,39391,CO-1A,146752.5078237731
2698,CO-5,3687.15,46537,CA-22,23241,US-22,RE-17,18032.9688,CO-E,31379.65,IT-1C,12757,CO-E,39757.79102991582
2699,CO-28,2892.76,47581,CA-1F,15569,US-1B,RE-C,20378.4339,CO-7,27312.85,IT-1B,37903,CO-17,22393.182675602333
2700,CO-23,2414.42,53777,CA-B,16619,US-9,RE-D,10946.8857,CO-4,47821.3,IT-1C,25332,CO-15,108851.87189989844
2701,CO-29,65.93,21658,CA-16,13645,US-23,RE-4,16642.8147,CO-6,30080.21,IT-E,14180,CO-22,40027.36426571249
2702,CO-2B,5625.54,62925,CA-1E,18782,US-11,RE-1B,16023.5949,CO-2,34100.93,IT-1,5031,CO-13,53231.821413024554
2703,CO-0,5853.88,19922,CA-16,23054,US-1,RE-D,13138.3316,CO-D,29662.09,IT-B,2396,CO-20,48547.84561907794
2704,CO-15,1243.99,67172,CA-16,24650,US-25,RE-10,13878.3976,CO-B,32598.22,IT-10,36039,CO-21,56219.52543958426
2705,CO-12,2337.89,56037,CA-17,15510,US-8,RE-16,4223.39,CO-0,38236.47,IT-1E,24130,CO-7,100000.3599288702
2706,CO-18,6037.03,58505,CA-26,21613,US-9,RE-13,14125.291,CO-E,45755.52,IT-13,28346,CO-6,93806.84437452421
2707,CO-9,NA,33645,CA-1F,12956,US-D,RE-14,20365.6897,CO-3,42469.62,IT-4,40997,CO-15,67029.26255066227
2708,CO-4,NA,61223,CA-1,21681,US-24,RE-9,14668.5234,CO-5,37288.09,IT-0,20175,CO-4,67116.12061975963
2709,CO-27,1341.62,38304,CA-10,35598,US-15,RE-7,12902.9033,CO-B,33470.77,IT-1A,7287,CO-27,60563.83551382272
2710,CO-1E,NA,65031,CA-3,16706,US-3,RE-18,11947.9078,CO-4,16423.89,IT-1,3992,CO-15,13272.274574862775
2711,CO-A,1299.48,47959,CA-A,21845,US-22,RE-13,15234.1363,CO-9,49494.72,IT-6,40229,CO-4,102074.49692599574
2712,CO-7,6198.73,23085,CA-25,8539,US-E,RE-1C,9215.1039,CO-A,51384.13,IT-1D,6525,CO-17,123801.63626782924
2713,CO-2,2021.95,21547,CA-1A,18887,US-D,RE-13,14972.5399,CO-3,48808.78,IT-16,32293,CO-1C,100490.03666622318
2714,CO-13,NA,53174,CA-A,22847,US-1B,RE-5,12842.6106,CO-A,46899.75,IT-14,36506,CO-1A,101101.10958493265
2715,CO-11,853.12,58200,CA-17,17502,US-1A,RE-14,19095.9348,CO-F,35109.19,IT-8,48915,CO-3,49430.99348723559
2716,CO-1A,2474.23,45323,CA-4,23056,US-9,RE-2,14259.4765,CO-B,36544.98,IT-13,5782,CO-26,65570.2520919027
2717,CO-7,NA,53030,CA-3,27614,US-1D,RE-14,14281.9726,CO-3,28594.91,IT-17,38635,CO-1B,43441.275571652346
2718,CO-25,5974.47,40335,CA-3,24762,US-24,RE-D,11711.3374,CO-4,48238.19,IT-1D,43690,CO-1A,108455.11496078798
2719,CO-9,4269.66,51868,CA-24,20289,US-18,RE-15,17638.1355,CO-F,53500.03,IT-1A,49914,CO-C,107479.29350400998
2720,CO-21,3331.93,67354,CA-4,18031,US-24,RE-11,15498.525,CO-3,43049.1,IT-1D,21770,CO-A,81679.2655841185
2721,CO-D,6826.98,48582,CA-1D,22903,US-19,RE-16,13172.4982,CO-C,46528.48,IT-B,45330,CO-B,99386.06437368495
2722,CO-19,657.31,65837,CA-19,18814,US-2,RE-1D,9678.0038,CO-10,38873.05,IT-10,25300,CO-15,86250.49134771377
2723,CO-13,6290.4,65095,CA-1D,14106,US-20,RE-1B,8772.4596,CO-C,37397.82,IT-1D,34262,CO-24,84734.48981741906
2724,CO-1,6404.6,51595,CA-5,20579,US-20,RE-1,15399.0963,CO-8,45422.27,IT-16,2596,CO-15,88143.47555129211
2725,CO-11,2151.83,63853,CA-16,17765,US-9,RE-2,10533.8058,CO-F,41828.7,IT-1E,1124,CO-D,91793.83294974672
2726,CO-8,6443.23,54119,CA-1F,18214,US-8,RE-9,15561.4056,CO-4,25257.72,IT-A,2997,CO-F,28573.86123619491
2727,CO-B,469.62,60446,CA-1A,19833,US-2A,RE-2,14645.7213,CO-D,53372.54,IT-1A,10388,CO-3,113946.39853000763
2728,CO-27,2679.01,32351,CA-22,17280,US-F,RE-14,12881.0931,CO-3,37376.95,IT-12,33257,CO-13,72964.3050869658
2729,CO-2B,1647.85,41076,CA-26,12165,US-2B,RE-18,12651.1914,CO-1,46384.93,IT-12,50294,CO-15,100592.69656814802
2730,CO-4,4704.52,48690,CA-26,17569,US-10,RE-1C,11864.2298,CO-9,23453.1,IT-17,45222,CO-1C,35415.559154089395
2731,CO-20,6690.89,40662,CA-A,19692,US-F,RE-C,8738.7652,CO-4,69140.11,IT-13,17543,CO-16,177495.30556503317
2732,CO-26,NA,46945,CA-16,17624,US-7,RE-2,13348.4116,CO-A,30053.18,IT-B,17986,CO-3,49629.14386461569
2733,CO-5,1813.46,47863,CA-21,21590,US-8,RE-12,14641.9323,CO-6,42752.56,IT-2,49845,CO-12,84356.33180582273
2734,CO-22,2206.76,54339,CA-20,17434,US-1E,RE-13,14046.9693,CO-3,60660.38,IT-18,52067,CO-4,138601.07744022162
2735,CO-24,2047.88,45004,CA-2,20464,US-27,RE-1D,14915.3702,CO-C,30350.27,IT-6,12094,CO-4,45746.297328898254
2736,CO-26,2128.7,61091,CA-12,19919,US-5,RE-18,12605.261,CO-10,47405.33,IT-18,47917,CO-17,103634.0700517891
2737,CO-28,2747.93,33771,CA-1C,16498,US-6,RE-D,NA,CO-7,36132.78,IT-D,51704,CO-3,62292.125721791446
2738,CO-28,4537.75,47413,CA-1A,22557,US-19,RE-15,17873.0902,CO-10,20827.45,IT-1C,32230,CO-1A,10208.247730839928
2739,CO-2A,5002.35,47432,CA-13,15802,US-3,RE-E,12256.8448,CO-0,70528.92,IT-15,12609,CO-1,171255.8622488007
2740,CO-1A,5800.78,38926,CA-19,16003,US-F,RE-19,11048.845,CO-B,54863.19,IT-18,42896,CO-3,129718.28871299863
2741,CO-2B,3522.26,42579,CA-21,20439,US-27,RE-F,16700.3344,CO-E,40625.95,IT-10,11082,CO-D,70650.44671713245
2742,CO-2E,2590.93,69151,CA-10,25142,US-0,RE-13,12964.6986,CO-E,55413.53,IT-A,18236,CO-18,125085.18052591328
2743,CO-14,2599.73,56896,CA-F,19933,US-2B,RE-B,10831.1718,CO-1,52716.59,IT-E,10744,CO-6,123116.28480030704
2744,CO-28,5594.97,49311,CA-23,18660,US-C,RE-7,14243.0259,CO-D,54860.41,IT-18,35790,CO-2,120441.07091856713
2745,CO-1D,6140.21,56965,CA-16,11764,US-F,RE-1C,10765.3199,CO-5,24616.79,IT-1C,32439,CO-9,41554.03492531484
2746,CO-1E,NA,50037,CA-16,17870,US-D,RE-1A,10264.8206,CO-F,29139.39,IT-1E,42004,CO-23,56490.89293399358
2747,CO-13,5546.13,46986,CA-3,25551,US-25,RE-12,16472.0976,CO-8,38874.35,IT-A,42735,CO-E,67557.42104841229
2748,CO-1A,NA,40709,CA-14,16242,US-3,RE-C,9873.5898,CO-1,45612.01,IT-19,10105,CO-12,105054.4040754928
2749,CO-22,2986.84,35043,CA-17,24436,US-5,RE-1,9014.1132,CO-F,69233.34,IT-E,36633,CO-B,177426.56379517494
2750,CO-1D,4739.6,51096,CA-21,17344,US-4,RE-19,NA,CO-5,55675.69,IT-0,20182,CO-1C,126293.73108019831
2751,CO-2D,1938.11,16709,CA-10,18706,US-17,RE-D,16373.4354,CO-4,43687.53,IT-14,16813,CO-13,80820.24400474166
2752,CO-1F,NA,33975,CA-D,18962,US-17,RE-6,12084.0278,CO-F,38918.55,IT-15,50907,CO-18,80312.82307642988
2753,CO-14,NA,62426,CA-18,11358,US-8,RE-4,21493.8082,CO-4,52570.81,IT-6,40965,CO-23,93451.25071076977
2754,CO-20,6225.42,63986,CA-4,19556,US-23,RE-4,16436.699,CO-0,24339.17,IT-9,27008,CO-1C,24365.15878065153
2755,CO-2B,3316.45,57007,CA-27,21531,US-1F,RE-C,20093.7048,CO-8,61269.79,IT-16,45102,CO-5,123125.224858612
2756,CO-B,6644.95,61246,CA-26,12100,US-13,RE-E,13848.4948,CO-4,10213.43,IT-1B,13373,CO-19,-10140.170517415976
2757,CO-29,6191.35,45446,CA-12,22372,US-6,RE-1D,15910.4333,CO-E,54628.65,IT-10,25586,CO-18,114602.70236161558
2758,CO-24,5120.02,46979,CA-5,12130,US-C,RE-16,11727.1883,CO-C,28231.55,IT-E,36700,CO-1,49544.84280978929
2759,CO-15,6677.92,39593,CA-21,14393,US-1B,RE-0,16114.6837,CO-0,60409.47,IT-0,26130,CO-26,130987.36220200839
2760,CO-1,1699.48,59024,CA-F,16801,US-6,RE-1,13358.0289,CO-4,24879.65,IT-1E,25093,CO-18,34683.276540260056
2761,CO-2F,4203.9,26883,CA-F,15484,US-4,RE-10,18919.903,CO-6,36172.76,IT-16,47289,CO-22,52965.551841127395
2762,CO-18,6093.57,44636,CA-A,13060,US-19,RE-D,17338.2127,CO-D,38990.22,IT-6,32906,CO-26,65005.82708498895
2763,CO-1E,3991.84,60965,CA-11,21402,US-2A,RE-10,12363.3709,CO-10,50649.51,IT-1E,16021,CO-5,112782.38383821436
2764,CO-A,1646.15,62372,CA-1,12578,US-1E,RE-16,14873.4361,CO-4,30736.67,IT-9,2502,CO-1E,46622.89682069057
2765,CO-2C,4334.69,65456,CA-11,19825,US-1,RE-4,19182.6025,CO-7,41593.69,IT-E,41956,CO-4,67849.22014657265
2766,CO-13,926.99,58349,CA-B,16221,US-E,RE-19,13020.5417,CO-0,38244.59,IT-D,5095,CO-A,74138.94067997954
2767,CO-17,NA,64109,CA-19,19545,US-20,RE-C,11389.1373,CO-6,30921.48,IT-10,18884,CO-11,57852.5018382544
2768,CO-18,699.67,46168,CA-7,13842,US-21,RE-3,14043.9845,CO-10,33900.29,IT-9,17845,CO-1F,58889.82354897875
2769,CO-2C,1030.9,33354,CA-7,20122,US-A,RE-E,14055.6126,CO-7,36131.54,IT-5,42426,CO-0,66311.36382618573
2770,CO-14,1182.72,39305,CA-20,20520,US-21,RE-F,11614.9687,CO-8,56580.5,IT-11,30979,CO-4,132786.5342150826
2771,CO-20,1920.8,45288,CA-1D,16749,US-29,RE-6,14625.2152,CO-E,59071.78,IT-0,6078,CO-21,130550.6376385205
2772,CO-25,747.59,53612,CA-15,11592,US-26,RE-11,14188.6575,CO-E,63838.35,IT-D,26138,CO-11,146545.74278454084
2773,CO-28,1464.54,47016,CA-23,19511,US-4,RE-B,18488.5863,CO-2,50498.02,IT-11,15082,CO-1D,94592.97460993807
2774,CO-B,4463.43,41540,CA-15,24897,US-6,RE-0,11326.6484,CO-3,58401.33,IT-6,17257,CO-12,138539.02349773914
2775,CO-24,1391.37,25225,CA-1,17013,US-18,RE-9,15552.1133,CO-7,41641.59,IT-F,47933,CO-10,78471.94138437776
2776,CO-9,NA,32955,CA-E,15969,US-16,RE-2,14932.956,CO-C,40042.78,IT-7,1102,CO-6,73668.04266839883
2777,CO-1C,5397.08,45540,CA-13,25616,US-25,RE-F,13533.5348,CO-E,23926.23,IT-E,26878,CO-22,31452.833286846348
2778,CO-20,136.12,51535,CA-24,11508,US-15,RE-D,13624.9021,CO-6,59261.18,IT-2,26082,CO-25,134734.53535390645
2779,CO-C,5352.79,47018,CA-3,19537,US-5,RE-16,19037.7374,CO-10,33770.97,IT-1A,30179,CO-E,44733.967974840416
2780,CO-9,5647.9,22573,CA-5,26402,US-C,RE-17,16185.1202,CO-C,46800.79,IT-1E,49478,CO-11,91890.74474591248
2781,CO-17,3290.69,45928,CA-4,35961,US-1A,RE-1D,10301.0118,CO-E,39096.6,IT-14,40943,CO-1E,85551.85537091373
2782,CO-19,2097.91,16604,CA-18,17716,US-A,RE-19,12488.9576,CO-E,67320.61,IT-1E,26676,CO-B,161639.8552736554
2783,CO-2B,2920.16,49651,CA-C,17945,US-4,RE-18,17160.6834,CO-4,39519.09,IT-18,5579,CO-19,65819.58794198898
2784,CO-17,4661.9,50551,CA-24,12311,US-21,RE-C,11453.0716,CO-E,34636.22,IT-6,27408,CO-22,68815.26671810778
2785,CO-2D,6561.1,39552,CA-1,14332,US-25,RE-11,21217.167,CO-F,17889.84,IT-11,19439,CO-E,-8637.513677946466
2786,CO-16,6599.9,36030,CA-9,25860,US-1C,RE-4,16247.9765,CO-6,31554.65,IT-F,2893,CO-2,45021.410929086545
2787,CO-2,2683.44,52382,CA-24,26314,US-24,RE-0,12539.7515,CO-A,25626.82,IT-15,21369,CO-1,39096.00033589962
2788,CO-C,3583.4,39405,CA-1A,14871,US-13,RE-A,16444.2181,CO-F,51879.4,IT-1D,54962,CO-1C,106289.76826800748
2789,CO-1B,5725.55,53932,CA-12,9624,US-19,RE-E,14332.8071,CO-B,49149.87,IT-2,14828,CO-15,102652.229267945
2790,CO-16,2347.85,55854,CA-8,17490,US-0,RE-C,14025.407,CO-F,44006.53,IT-D,31721,CO-10,89087.35305811417
2791,CO-7,NA,54239,CA-1,13674,US-13,RE-4,14080.7059,CO-1,34618.31,IT-17,11882,CO-2,60670.53330552577
2792,CO-2D,95.04,55900,CA-4,12846,US-23,RE-11,16096.2156,CO-F,60687.99,IT-5,28934,CO-17,131963.21912090716
2793,CO-3,5062.53,46459,CA-D,11204,US-2,RE-1A,17789.6503,CO-E,43371.18,IT-3,14368,CO-4,75692.16706585401
2794,CO-21,3868.57,46436,CA-7,8480,US-5,RE-7,12144.028,CO-E,16412.66,IT-E,8657,CO-8,12815.923334300713
2795,CO-20,2996.56,63509,CA-18,23890,US-27,RE-1,14814.6617,CO-A,27224.81,IT-6,18704,CO-11,37136.104756526554
2796,CO-2B,3606.92,77200,CA-19,25235,US-27,RE-1,17545.2886,CO-4,35629.71,IT-1,30946,CO-6,54473.1664899099
2797,CO-0,1174.44,57764,CA-23,17012,US-2A,RE-B,11929.953,CO-9,38366.66,IT-19,41218,CO-E,78818.747344489
2798,CO-25,4329.08,48804,CA-22,17254,US-1B,RE-15,13798.167,CO-B,54159.13,IT-18,38200,CO-13,119734.42120583524
2799,CO-F,NA,34728,CA-27,19618,US-C,RE-4,9652.1349,CO-2,41295.53,IT-6,45899,CO-10,93957.23801559837
2800,CO-18,4147.48,45688,CA-12,18899,US-2B,RE-D,8240.3921,CO-9,59116.69,IT-16,19355,CO-24,149587.99684772876
2801,CO-2B,579.46,49453,CA-25,11949,US-1C,RE-11,12854.7824,CO-8,44580.0,IT-5,39584,CO-0,94364.88189013528
2802,CO-23,5122.15,48464,CA-14,15353,US-1B,RE-B,6201.6821,CO-2,32626.88,IT-B,44443,CO-20,78218.28526802585
2803,CO-23,NA,61125,CA-C,19678,US-1E,RE-C,6773.1439,CO-6,29058.95,IT-19,5814,CO-1D,65457.19174906103
2804,CO-23,5354.93,14667,CA-1B,20586,US-19,RE-4,14155.1006,CO-0,37705.32,IT-E,17247,CO-D,69707.33422236811
2805,CO-2C,4639.04,48879,CA-11,17452,US-17,RE-D,13466.5343,CO-F,39611.65,IT-15,14543,CO-1C,77186.09918295784
2806,CO-1B,3056.93,50739,CA-1B,21185,US-22,RE-5,13692.1407,CO-0,56100.78,IT-13,27885,CO-26,125352.07755098895
2807,CO-2B,6782.52,53408,CA-2,22142,US-1,RE-3,13187.8963,CO-6,47803.68,IT-19,17127,CO-12,102097.95861548373
2808,CO-B,2462.76,37745,CA-15,27019,US-1A,RE-5,20419.4219,CO-7,34923.8,IT-B,22250,CO-1,43743.07030015878
2809,CO-7,4289.35,39598,CA-4,12304,US-24,RE-17,16263.359,CO-0,56753.2,IT-10,30825,CO-F,120044.08171594898
2810,CO-26,5259.7,36743,CA-1B,26494,US-1B,RE-13,11000.4882,CO-1,24720.61,IT-E,6611,CO-A,40437.799161477655
2811,CO-1C,577.08,69267,CA-26,7788,US-25,RE-18,13975.2776,CO-B,54837.23,IT-A,28232,CO-21,120846.71811741282
2812,CO-5,5522.37,38447,CA-3,21594,US-26,RE-3,18151.3876,CO-3,30170.51,IT-2,51646,CO-16,37736.886474455
2813,CO-2E,4124.22,51518,CA-1A,25682,US-D,RE-1D,16030.8049,CO-5,30674.41,IT-1A,51840,CO-3,45148.333089246444
2814,CO-5,5488.64,43268,CA-7,12912,US-B,RE-8,15404.7532,CO-D,37916.6,IT-5,1953,CO-11,66097.76949529097
2815,CO-5,6230.16,40156,CA-1,15615,US-B,RE-10,19412.5774,CO-4,58691.11,IT-1,35148,CO-17,116972.65288711054
2816,CO-2F,6767.18,52245,CA-22,14067,US-18,RE-4,9150.2487,CO-F,36162.23,IT-B,19246,CO-14,79676.24277148843
2817,CO-1E,NA,44758,CA-7,17576,US-7,RE-7,13612.2703,CO-3,47702.1,IT-14,20708,CO-22,100703.55317593194
2818,CO-1B,2649.88,39047,CA-21,21117,US-14,RE-2,19332.9161,CO-C,51512.77,IT-1C,41109,CO-15,96457.81628765809
2819,CO-2B,6161.85,71600,CA-E,19840,US-27,RE-F,16724.5355,CO-1,18403.43,IT-A,26431,CO-26,6116.045988619768
2820,CO-3,5871.02,76232,CA-27,19191,US-15,RE-6,13902.7139,CO-3,47530.07,IT-1D,10763,CO-9,98998.51995319288
2821,CO-11,NA,26610,CA-0,16837,US-25,RE-E,14969.1627,CO-3,34367.53,IT-19,14981,CO-26,57481.00272979937
2822,CO-D,1528.37,48205,CA-10,24964,US-10,RE-3,11409.6321,CO-3,27304.56,IT-1B,27276,CO-19,47439.716493920554
2823,CO-27,NA,58975,CA-5,14601,US-21,RE-1C,17295.6178,CO-A,28358.27,IT-0,20495,CO-23,33388.70001363877
2824,CO-E,6322.2,54447,CA-17,20164,US-29,RE-3,7324.3114,CO-6,45114.47,IT-1D,17788,CO-1,111150.66345623041
2825,CO-1,3611.05,82584,CA-12,17698,US-29,RE-19,16401.9906,CO-4,28837.27,IT-17,6161,CO-4,36745.08364145534
2826,CO-3,2610.43,47404,CA-17,22146,US-C,RE-2,11546.8329,CO-2,66299.68,IT-6,32264,CO-D,161513.60343926342
2827,CO-17,4197.6,46712,CA-2,23555,US-13,RE-C,14797.3195,CO-A,44820.91,IT-11,13998,CO-19,88585.20219793261
2828,CO-1C,63.8,41076,CA-B,17723,US-1B,RE-11,13482.6001,CO-5,42787.22,IT-14,5643,CO-15,86118.66546299329
2829,CO-B,1209.36,22387,CA-4,17316,US-2,RE-12,12206.318,CO-6,38993.77,IT-15,14458,CO-18,79013.86611845724
2830,CO-19,313.25,44625,CA-7,19965,US-2B,RE-1C,10872.7383,CO-E,44974.24,IT-3,33586,CO-17,100949.29737480961
2831,CO-C,3982.0,62524,CA-C,16667,US-F,RE-1,13196.5194,CO-D,46687.44,IT-2,17126,CO-11,98799.23277560157
2832,CO-25,127.94,32852,CA-15,22946,US-A,RE-A,13226.4124,CO-B,89460.47,IT-1,3974,CO-B,223630.04391555433
