id,height,width,depth,shape,quality,cost
2741,94,56,86,cylinder,26,3236.24
2742,97,23,21,ellipsoid,18,185.56
2743,86,85,48,cylinder,63,1254.16
2744,30,70,65,ellipsoid,36,421.96
2745,65,27,49,cylinder,37,523.36
2746,2,94,83,ellipsoid,40,45.22
2747,61,32,67,box,88,193.03
2748,75,96,88,box,93,545.52
2749,95,38,21,cylinder,84,117.17
2750,32,96,3,box,100,0
2751,61,91,55,ellipsoid,12,1297.72
2752,57,31,15,ellipsoid,94,7.68
2753,37,43,15,ellipsoid,14,99.13
2754,21,53,88,box,3,1168.56
2755,4,74,65,ellipsoid,70,27.87
2756,86,55,19,cylinder,65,303.86
2757,68,16,92,cylinder,73,261.08
2758,26,96,56,cylinder,88,162.03
2759,20,44,22,ellipsoid,96,3.74
2760,78,94,95,ellipsoid,14,2893.4
2761,13,23,32,box,91,10.59
2762,64,2,10,cylinder,86,1.73
2763,24,38,26,cylinder,29,162.63
2764,15,53,36,box,80,70.4
2765,73,40,86,box,56,1359.06
2766,76,37,19,cylinder,79,108.38
2767,32,94,75,box,76,665.97
2768,45,71,8,ellipsoid,6,116.05
2769,2,19,91,box,100,0
2770,38,40,37,cylinder,51,266.21
2771,43,23,88,cylinder,79,176.56
2772,90,20,83,box,25,1378.21
2773,38,82,48,cylinder,71,419.01
2774,53,87,11,box,41,368.08
2775,59,1,1,cylinder,45,0.31
2776,39,55,16,cylinder,1,328.22
2777,47,64,78,cylinder,29,1609.25
2778,15,94,24,cylinder,95,16.34
2779,75,29,61,cylinder,30,897.18
2780,22,16,3,ellipsoid,54,2.34
2781,99,18,88,ellipsoid,37,477.19
2782,18,8,47,box,28,59.93
2783,93,91,8,cylinder,76,156.97
2784,17,82,57,ellipsoid,100,0
2785,38,30,21,cylinder,41,136.44
2786,38,90,92,cylinder,60,1215.81
2787,57,22,99,cylinder,68,383.77
2788,40,68,56,cylinder,84,235.43
2789,96,28,79,box,38,1619.39
2790,8,8,25,box,67,6.49
2791,41,25,90,cylinder,5,846.61
2792,62,67,87,cylinder,84,558.59
2793,68,25,34,cylinder,13,485.78
2794,85,69,46,ellipsoid,10,1172.82
2795,9,57,3,box,63,7
2796,67,86,56,box,100,0
2797,8,21,11,ellipsoid,46,4.82
2798,58,3,63,box,91,12.13
2799,12,87,91,box,67,385.62
2800,14,69,78,ellipsoid,30,254.76
2801,52,36,45,ellipsoid,28,292.96
2802,8,49,75,ellipsoid,64,51.12
2803,34,19,52,box,96,16.52
2804,31,70,50,cylinder,69,324.92
2805,68,32,37,cylinder,75,194.44
2806,53,36,53,box,35,808.48
2807,19,76,95,box,52,809.91
2808,18,22,24,ellipsoid,24,34.88
2809,41,64,32,box,54,475.09
2810,87,76,18,ellipsoid,36,367.91
2811,16,75,54,cylinder,92,50.07
2812,45,10,12,cylinder,23,40.16
2813,48,9,15,cylinder,3,60.72
2814,24,99,61,box,60,713.08
2815,76,66,56,ellipsoid,11,1207.53
2816,37,37,3,ellipsoid,75,4.95
2817,73,28,99,cylinder,19,1583.41
2818,91,41,81,cylinder,40,1751.68
2819,33,90,37,ellipsoid,97,15.92
2820,77,13,60,box,87,96.03
2821,47,62,90,ellipsoid,39,772.72
2822,73,24,32,ellipsoid,14,232.88
2823,1,16,51,ellipsoid,53,1.85
2824,7,96,64,cylinder,34,274.21
2825,56,88,45,box,96,109.1
2826,76,87,60,cylinder,82,689.84
2827,39,72,19,box,22,511.85
2828,95,27,84,box,79,556.53
2829,11,27,77,cylinder,76,53.02
2830,77,81,15,ellipsoid,46,244.02
2831,17,40,31,box,37,163.34
2832,33,89,79,cylinder,74,582.77
2833,12,80,67,box,95,39.55
2834,67,49,56,ellipsoid,59,364.08
2835,15,44,22,ellipsoid,31,48.39
2836,20,30,61,box,25,337.63
2837,97,6,52,cylinder,45,160.79
2838,68,1,93,ellipsoid,23,23.52
2839,62,12,28,cylinder,90,20.12
2840,71,56,70,box,85,513.5
2841,98,11,78,box,31,713.62
2842,61,55,83,ellipsoid,29,954.97
2843,29,46,54,ellipsoid,88,41.75
2844,10,3,46,box,16,14.25
2845,1,82,63,ellipsoid,88,2.99
2846,47,57,21,cylinder,32,369.56
2847,10,58,81,ellipsoid,66,77.15
2848,61,67,28,ellipsoid,45,304.01
2849,64,13,99,cylinder,19,644.52
2850,53,22,59,ellipsoid,65,116.3
2851,59,97,90,box,64,2280.72
2852,66,2,79,cylinder,36,64.47
2853,46,18,75,cylinder,81,113.98
2854,71,29,14,cylinder,40,167.08
2855,86,85,46,box,81,785.83
2856,42,77,95,ellipsoid,72,415.51
2857,17,6,34,cylinder,31,23.11
2858,45,75,60,ellipsoid,38,606.43
2859,14,86,3,ellipsoid,24,13.25
2860,82,33,16,cylinder,75,104.56
2861,79,64,99,cylinder,90,483.54
2862,98,80,9,cylinder,82,122.69
2863,45,50,84,cylinder,28,1314.58
2864,35,51,63,ellipsoid,57,233.56
2865,49,55,81,cylinder,75,527.2
2866,21,97,5,box,66,42.59
2867,33,15,1,cylinder,14,4.11
2868,16,91,68,box,94,73.06
2869,43,23,68,cylinder,83,110.44
2870,86,45,41,box,46,1053.88
2871,48,72,60,box,60,1020.21
2872,89,90,16,ellipsoid,35,402.37
2873,68,14,28,cylinder,100,0
2874,86,24,45,box,6,1073.87
2875,56,61,77,box,86,452.94
2876,14,14,60,ellipsoid,78,12.49
2877,68,69,60,cylinder,92,217.56
2878,78,80,22,cylinder,42,769.18
2879,66,70,61,ellipsoid,17,1129.83
2880,19,4,46,ellipsoid,81,3.2
2881,39,37,72,ellipsoid,98,10.03
2882,12,80,34,box,65,140.51
2883,38,14,99,ellipsoid,60,101.75
2884,89,64,10,ellipsoid,38,170.57
2885,46,25,88,ellipsoid,29,347.05
2886,41,63,97,cylinder,60,968.16
2887,78,12,93,cylinder,83,142.95
2888,24,64,29,cylinder,75,107.57
2889,22,93,71,cylinder,63,519.23
2890,34,24,45,cylinder,13,308.61
2891,98,35,69,cylinder,97,68.58
2892,40,39,47,ellipsoid,65,123.95
2893,48,32,17,cylinder,27,184.14
2894,91,30,28,ellipsoid,11,328.6
2895,65,1,53,box,17,35.17
2896,83,19,91,cylinder,80,277.26
2897,89,1,12,cylinder,22,8.04
2898,99,65,7,cylinder,45,239.33
2899,98,98,28,cylinder,82,467.6
2900,6,19,65,box,33,61.06
2901,70,79,10,ellipsoid,32,181.63
2902,97,63,47,ellipsoid,58,582.67
2903,84,59,10,ellipsoid,21,189.11
2904,23,44,25,box,15,264.51
2905,48,15,89,cylinder,27,451.89
2906,4,95,40,cylinder,84,23.49
2907,82,33,86,box,69,887.34
2908,59,41,85,ellipsoid,29,705.14
2909,3,42,91,cylinder,92,8.86
2910,19,86,82,box,40,988.83
2911,2,60,26,cylinder,53,14.16
2912,17,1,37,ellipsoid,10,2.73
2913,50,21,38,box,96,19.63
2914,5,59,44,cylinder,25,94.04
2915,18,32,10,ellipsoid,69,8.62
2916,20,2,77,ellipsoid,33,9.96
2917,37,32,23,box,53,157.42
2918,85,29,28,cylinder,21,526.74
2919,11,5,52,box,73,9.49
2920,44,70,51,box,12,1700.23
2921,44,68,27,ellipsoid,87,50.72
2922,72,38,36,ellipsoid,71,137.96
2923,81,80,6,ellipsoid,41,110.8
2924,35,22,31,cylinder,70,69.17
2925,97,88,66,box,58,2910.4
2926,9,39,7,cylinder,45,13.05
2927,14,95,26,ellipsoid,10,150.32
2928,4,72,73,box,43,147.39
2929,90,79,95,ellipsoid,15,2773.17
2930,80,70,23,cylinder,67,410.6
2931,48,20,54,ellipsoid,90,25.03
2932,69,26,96,ellipsoid,46,449.21
2933,32,31,55,ellipsoid,94,15.81
2934,97,32,99,ellipsoid,12,1306.18
2935,57,92,69,cylinder,60,1398.19
2936,96,80,59,box,36,3566.96
2937,44,15,72,ellipsoid,25,172.14
2938,15,36,45,box,16,251.06
2939,55,16,17,box,70,55.2
2940,98,37,80,ellipsoid,72,392.32
2941,2,53,65,ellipsoid,81,6.32
2942,53,16,99,cylinder,94,48.66
2943,76,8,28,box,41,123.54
2944,16,3,30,cylinder,42,8.06
2945,4,30,24,box,58,14.87
2946,89,62,3,cylinder,48,83.15
2947,89,36,41,cylinder,50,634.51
2948,23,84,79,ellipsoid,59,302.26
2949,83,87,24,ellipsoid,6,786.86
2950,77,33,59,cylinder,38,897.93
2951,22,47,94,box,36,765.12
2952,17,81,47,box,72,222.89
2953,62,83,90,ellipsoid,42,1297.49
2954,59,93,96,ellipsoid,67,839.62
2955,81,2,17,cylinder,16,22.34
2956,14,17,96,box,46,151.75
2957,66,29,36,ellipsoid,50,166.41
2958,1,83,55,cylinder,28,31.75
2959,95,66,87,ellipsoid,26,1949.77
2960,20,7,85,ellipsoid,48,29.88
2961,86,68,95,box,21,5398.37
2962,52,77,18,box,40,531.89
2963,51,97,74,cylinder,100,0
2964,61,75,75,ellipsoid,76,397.76
2965,67,41,80,cylinder,43,1210.09
2966,97,74,51,ellipsoid,63,654.24
2967,87,21,96,ellipsoid,13,737.04
2968,92,42,36,box,78,376.41
2969,85,15,37,ellipsoid,19,184.57
2970,93,16,51,ellipsoid,22,285.91
2971,45,81,43,ellipsoid,13,658.64
2972,58,35,7,ellipsoid,40,41.18
2973,61,72,20,cylinder,6,797.65
2974,80,56,21,box,76,277.72
2975,75,8,47,ellipsoid,3,132.12
2976,78,25,58,ellipsoid,52,262.22
2977,83,18,63,ellipsoid,83,77.28
2978,92,41,88,ellipsoid,69,497.02
2979,90,57,75,cylinder,54,1709.74
2980,92,42,76,cylinder,40,1702.14
2981,10,3,43,ellipsoid,45,3.42
2982,85,56,81,box,52,2276.34
2983,3,30,5,box,56,2.43
2984,71,59,83,box,70,1282.96
2985,77,92,4,ellipsoid,25,102.65
2986,87,94,19,cylinder,90,150.1
2987,56,59,83,cylinder,13,2304.79
2988,52,57,44,ellipsoid,35,409.45
2989,92,31,60,cylinder,32,1124.09
2990,9,20,42,box,37,58.58
2991,44,1,23,cylinder,71,2.83
2992,9,92,36,box,26,271.31
2993,30,81,86,cylinder,30,1413.18
2994,11,27,30,box,50,54.79
2995,98,61,64,cylinder,42,2143.67
2996,82,82,47,ellipsoid,16,1282.24
2997,92,76,38,cylinder,22,2002.04
2998,41,60,50,ellipsoid,87,77.23
2999,87,68,86,ellipsoid,61,958.42
3000,13,31,24,box,57,51.15
3001,18,67,34,ellipsoid,27,144.58
3002,14,3,73,cylinder,5,28.13
3003,97,63,76,box,76,1371.01
3004,46,84,56,box,25,1996.14
3005,82,85,20,cylinder,89,148.13
3006,93,97,63,box,61,2726.24
3007,80,88,7,ellipsoid,63,88.07
3008,22,11,40,ellipsoid,48,24.31
3009,21,66,51,ellipsoid,7,317.52
3010,86,14,43,cylinder,31,345.09
3011,2,35,82,ellipsoid,51,13.58
3012,13,42,39,cylinder,62,78.16
3013,10,4,55,cylinder,3,20.61
3014,46,14,72,ellipsoid,85,33.59
3015,9,16,4,ellipsoid,87,0.36
3016,74,81,85,box,64,2256.02
3017,33,30,33,cylinder,60,126.24
3018,26,40,16,box,34,135.08
3019,36,13,57,ellipsoid,79,27.05
3020,35,92,91,cylinder,71,820.89
3021,51,13,5,box,14,35.06
3022,38,93,79,box,19,2781.53
3023,59,95,12,box,28,595.65
3024,46,7,78,box,43,176.08
3025,23,73,62,box,57,550.57
3026,65,58,39,cylinder,27,1036.86
3027,76,47,98,ellipsoid,71,490.34
3028,37,74,2,cylinder,34,34.91
3029,37,96,14,ellipsoid,17,199.36
3030,84,86,56,ellipsoid,50,977.01
3031,54,81,45,cylinder,30,1331.01
3032,32,86,13,box,61,171.61
3033,17,40,60,ellipsoid,82,35.47
3034,8,81,57,box,52,218.07
3035,43,12,90,ellipsoid,15,190.66
3036,88,60,35,cylinder,93,124.96
3037,65,83,83,ellipsoid,46,1167.96
3038,19,83,79,ellipsoid,79,126.36
3039,67,59,45,cylinder,14,1477.85
3040,77,66,30,box,59,768.85
3041,43,72,3,box,3,110.81
3042,88,96,97,box,75,2519.82
3043,53,77,46,ellipsoid,90,90.67
3044,80,25,4,box,83,16.72
3045,15,45,66,cylinder,44,241
3046,82,42,59,ellipsoid,70,294.44
3047,47,69,26,box,89,114.08
3048,41,9,63,ellipsoid,12,98.81
3049,37,57,58,box,74,391.18
3050,64,46,44,ellipsoid,6,588.14
3051,70,80,93,cylinder,64,1811.2
3052,19,7,5,box,32,5.56
3053,11,44,85,box,30,354.21
3054,5,31,90,box,2,168.15
3055,39,6,98,box,1,279.24
3056,67,21,76,cylinder,2,1012.34
3057,48,53,14,ellipsoid,58,72.25
3058,27,22,58,cylinder,22,259.59
3059,57,61,34,box,41,857.9
3060,83,46,97,cylinder,46,1931.95
3061,75,53,7,cylinder,33,180.09
3062,51,83,91,cylinder,70,1116.36
3063,17,91,32,cylinder,84,76.51
3064,54,86,3,ellipsoid,87,8.74
3065,34,26,27,box,40,176.14
3066,8,51,62,ellipsoid,7,113.63
3067,2,32,68,ellipsoid,52,10.09
3068,79,59,31,cylinder,23,1074.79
3069,40,83,15,cylinder,48,250.16
3070,96,86,92,box,55,4204.12
3071,82,91,57,cylinder,46,2218.8
3072,65,42,66,box,12,1950.26
3073,51,62,1,cylinder,60,12.21
3074,11,91,17,box,75,52.32
3075,38,36,92,cylinder,2,1191.5
3076,87,7,12,cylinder,1,69.89
3077,66,11,36,box,71,93.22
3078,57,67,62,box,50,1456.18
3079,25,81,30,cylinder,60,234.74
3080,38,28,78,box,12,898.3
3081,74,40,14,box,79,107.03
3082,15,78,20,box,71,83.46
3083,26,44,16,box,53,105.81
3084,74,4,52,box,84,30.29
3085,81,70,89,box,91,558.62
3086,49,34,45,box,32,627.04
3087,90,17,1,box,70,5.64
3088,98,40,90,box,81,824.49
3089,33,2,69,box,73,15.12
3090,23,13,14,ellipsoid,73,5.45
3091,8,23,93,ellipsoid,96,3.3
3092,25,9,4,ellipsoid,32,2.95
3093,72,4,71,box,36,160.96
3094,43,8,89,ellipsoid,98,2.95
3095,59,40,65,cylinder,91,133.37
3096,89,52,19,ellipsoid,29,301.55
3097,39,39,19,ellipsoid,81,26.52
3098,33,32,24,ellipsoid,50,61.2
3099,39,80,37,ellipsoid,98,11.15
3100,41,13,53,cylinder,4,261.98
3101,90,78,32,ellipsoid,15,922.29
3102,56,92,43,cylinder,17,1776.3
3103,60,98,39,ellipsoid,76,265.83
3104,72,27,84,ellipsoid,25,591.56
3105,4,69,80,cylinder,14,183.43
3106,65,73,18,cylinder,69,255.77
3107,53,37,55,ellipsoid,50,260.48
3108,84,60,64,box,4,3808.78
3109,6,34,73,ellipsoid,6,67.61
3110,80,45,3,cylinder,100,0
3111,97,7,51,box,8,391.86
3112,43,32,82,ellipsoid,34,359.7
3113,91,59,66,cylinder,33,2293.54
3114,82,14,49,ellipsoid,99,2.71
3115,83,38,31,box,18,986.14
3116,59,80,17,ellipsoid,2,379.82
3117,70,15,49,cylinder,50,248.51
3118,99,12,68,cylinder,14,671.14
3119,63,82,68,box,79,907.37
3120,69,98,56,box,1,4611.08
3121,29,83,45,box,62,506.26
3122,72,97,69,box,94,355.63
3123,1,46,85,box,76,11.54
3124,5,51,99,box,54,142.83
3125,82,33,31,cylinder,21,640.19
3126,70,66,94,box,64,1922.99
3127,65,46,23,ellipsoid,96,13.28
3128,83,70,83,cylinder,81,885.12
3129,27,24,27,ellipsoid,47,44.78
3130,61,38,18,box,25,384.9
3131,92,16,60,box,23,836.47
3132,38,31,48,cylinder,97,16.38
3133,13,86,70,cylinder,67,249.48
3134,61,55,23,ellipsoid,93,26.09
3135,66,76,26,ellipsoid,63,233.07
3136,61,77,63,box,15,3093.74
3137,23,15,38,box,100,0
3138,48,85,74,ellipsoid,42,845.83
3139,77,78,78,cylinder,99,45.25
3140,73,65,51,cylinder,9,2127.36
3141,93,94,79,cylinder,49,3402.53
3142,56,89,8,cylinder,87,50.07
3143,95,89,99,box,76,2470.95
3144,96,49,23,ellipsoid,1,517.36
3145,67,72,32,box,61,740.5
3146,14,27,75,ellipsoid,76,32.86
3147,55,92,13,cylinder,22,495.65
3148,63,34,73,cylinder,10,1359.5
3149,85,83,73,ellipsoid,20,1990.09
3150,72,37,46,box,85,226.09
3151,89,92,17,ellipsoid,57,289.1
3152,35,2,78,cylinder,21,41.66
3153,93,35,49,ellipsoid,36,493.05
3154,43,24,88,cylinder,85,131.59
3155,21,56,26,cylinder,78,64.98
3156,71,81,76,cylinder,83,717.79
3157,73,90,86,cylinder,67,1801.24
3158,46,44,27,ellipsoid,12,232.28
3159,19,32,20,ellipsoid,7,54.62
3160,43,64,89,cylinder,99,23.66
3161,47,36,99,ellipsoid,38,501.64
3162,86,18,10,box,62,72.35
3163,87,24,99,box,66,864.46
3164,97,6,46,cylinder,61,100.86
3165,12,16,41,cylinder,23,58.55
3166,26,87,10,ellipsoid,79,22.94
3167,10,89,28,ellipsoid,52,57.77
3168,9,5,18,ellipsoid,72,1.09
3169,72,63,61,cylinder,74,694.97
3170,55,2,27,box,17,30.32
3171,38,8,66,cylinder,87,25.19
3172,64,67,71,ellipsoid,92,117.64
3173,16,3,39,box,87,2.99
3174,17,23,16,cylinder,55,27.19
3175,92,92,42,ellipsoid,28,1236.29
3176,86,62,42,box,40,1652.7
3177,1,8,85,cylinder,54,3.02
3178,86,33,31,ellipsoid,38,263.46
3179,26,8,13,box,90,3.32
3180,25,12,54,box,41,117.56
3181,50,46,90,box,31,1756.8
3182,17,5,11,ellipsoid,6,4.24
3183,38,18,98,ellipsoid,14,278.44
3184,35,47,41,box,31,572.4
3185,24,87,2,cylinder,97,1.21
3186,86,23,16,ellipsoid,14,131.46
3187,98,6,24,box,52,83.31
3188,14,49,46,box,14,333.79
3189,47,43,98,box,51,1193.69
3190,74,99,10,box,21,711.86
3191,15,87,66,ellipsoid,30,291.21
3192,46,77,42,cylinder,87,186.82
3193,56,54,17,cylinder,40,297.97
3194,38,71,29,ellipsoid,27,275.88
3195,29,29,69,cylinder,90,56.05
3196,77,10,43,cylinder,98,6.39
3197,38,61,71,box,64,728.75
3198,96,54,31,box,34,1304.59
3199,19,65,64,cylinder,90,76.35
3200,57,64,17,ellipsoid,32,203.69
3201,61,86,37,box,95,119.37
3202,77,69,65,cylinder,91,300.25
3203,1,14,78,cylinder,31,7.27
3204,6,3,20,ellipsoid,56,0.76
3205,74,46,7,cylinder,12,202.56
3206,14,92,7,ellipsoid,76,10.45
3207,14,35,77,cylinder,35,236.91
3208,63,81,25,cylinder,66,419.02
3209,32,96,25,cylinder,95,37.09
3210,69,61,6,ellipsoid,10,109.78
3211,44,45,42,box,38,634.17
3212,2,46,39,cylinder,59,14.21
3213,55,91,37,ellipsoid,67,295.17
3214,33,23,25,ellipsoid,63,33.91
3215,38,78,79,box,90,288.01
3216,9,69,74,box,97,16.95
3217,51,20,68,cylinder,38,415.42
3218,45,65,45,ellipsoid,21,502.26
3219,16,80,9,cylinder,18,91.25
3220,69,89,55,ellipsoid,71,473.11
3221,57,84,58,box,65,1195.51
3222,89,58,12,ellipsoid,71,86.76
3223,75,1,48,ellipsoid,80,3.47
3224,27,36,37,cylinder,79,72.95
3225,58,13,31,cylinder,22,176.12
3226,44,27,35,ellipsoid,85,30.12
3227,37,89,45,ellipsoid,84,114.52
3228,36,81,68,ellipsoid,97,28.73
3229,19,29,54,cylinder,64,103.47
3230,5,49,18,cylinder,7,39.62
3231,43,73,14,ellipsoid,41,125.23
3232,21,3,28,box,28,15.62
3233,66,26,98,box,58,868.75
3234,30,27,80,cylinder,11,557.13
3235,58,99,34,ellipsoid,75,235.74
3236,21,35,56,ellipsoid,95,9.94
3237,53,92,38,cylinder,7,1664.65
3238,69,24,86,box,74,455.44
3239,84,35,21,ellipsoid,16,250.5
3240,77,33,29,cylinder,52,341.69
3241,2,49,9,box,43,6.18
3242,39,26,52,box,84,103.76
3243,31,45,78,box,9,1217.91
3244,17,76,81,box,94,77.23
3245,22,13,10,cylinder,68,8.84
3246,16,25,94,cylinder,88,43.58
3247,88,27,64,ellipsoid,22,572.9
3248,49,65,84,cylinder,26,1912.56
3249,27,89,4,box,19,95.76
3250,11,84,56,box,44,356.41
3251,7,15,69,cylinder,83,11.89
3252,61,63,3,ellipsoid,52,26.72
3253,17,71,87,ellipsoid,32,344.9
3254,14,70,77,ellipsoid,89,40.09
3255,32,30,25,cylinder,35,150.7
3256,92,85,83,cylinder,98,125.4
3257,91,85,46,cylinder,81,653.08
3258,7,94,17,ellipsoid,30,37.82
3259,23,54,84,box,85,192.48
3260,66,90,97,ellipsoid,47,1475.02
3261,97,5,14,cylinder,66,22.3
3262,23,63,77,ellipsoid,72,150.89
3263,28,32,47,cylinder,80,81.36
3264,47,71,48,ellipsoid,27,564.78
3265,28,95,70,box,75,572.56
3266,24,76,96,box,60,861.51
3267,14,81,18,cylinder,67,65.07
3268,56,58,83,cylinder,86,364.6
3269,3,73,59,box,97,4.76
3270,29,38,47,box,15,541.5
3271,6,80,25,box,48,76.75
3272,38,10,24,cylinder,92,7.04
3273,98,85,51,cylinder,59,1682.65
3274,50,72,30,box,18,1089.28
3275,89,78,37,cylinder,86,347.38
3276,64,59,86,cylinder,38,1944.98
3277,12,21,37,box,43,65.37
3278,41,34,40,cylinder,50,269.33
3279,63,66,76,box,87,505.29
3280,41,54,53,ellipsoid,48,294.72
3281,50,58,64,cylinder,40,1075.78
3282,13,67,1,ellipsoid,91,0.37
3283,39,15,3,box,3,20.93
3284,90,57,16,cylinder,90,79.29
3285,53,93,57,box,87,449.24
3286,62,11,74,cylinder,22,380.28
3287,69,53,60,box,38,1673.29
3288,16,31,77,box,25,352.32
3289,98,34,89,ellipsoid,62,544.3
3290,35,44,79,cylinder,11,1046
3291,25,66,51,cylinder,34,536.52
3292,10,68,38,box,25,238.37
3293,84,35,52,box,33,1259.88
3294,32,67,72,cylinder,29,1058.79
3295,64,19,71,ellipsoid,63,154.29
3296,67,7,77,cylinder,2,341.88
3297,10,44,79,ellipsoid,40,100.73
3298,98,84,8,ellipsoid,94,19.08
3299,29,43,91,cylinder,96,43.84
3300,32,61,22,box,88,63.38
3301,48,16,40,box,93,26.44
3302,55,99,17,cylinder,43,509.7
3303,2,12,27,cylinder,2,6.13
3304,65,40,53,box,91,152.54
3305,76,77,61,box,26,3249.15
3306,65,43,37,cylinder,71,289.71
3307,45,96,73,cylinder,97,91.39
3308,82,91,80,ellipsoid,41,1701.22
3309,26,85,34,cylinder,70,217.76
3310,1,35,40,box,66,5.85
3311,68,6,54,box,38,168.01
3312,79,71,42,ellipsoid,35,739.62
3313,1,37,89,box,95,2.02
3314,32,39,52,cylinder,84,100.3
3315,18,81,54,box,56,426.09
3316,69,93,43,cylinder,20,2132.48
3317,32,13,10,cylinder,15,34.15
3318,66,3,92,cylinder,30,123.18
3319,96,48,44,cylinder,36,1253.54
3320,25,46,12,ellipsoid,6,62.65
3321,42,71,1,ellipsoid,45,7.92
3322,41,13,46,cylinder,33,158.69
3323,32,75,42,cylinder,24,740.06
3324,90,98,32,cylinder,79,572.57
3325,52,68,37,ellipsoid,15,537.15
3326,43,9,27,box,91,11.56
3327,43,48,36,box,53,429.55
3328,20,47,50,cylinder,17,376.85
3329,20,11,58,ellipsoid,41,36.36
3330,48,10,6,cylinder,30,19.47
3331,65,93,44,cylinder,19,2081.27
3332,47,58,99,cylinder,32,1772.82
3333,55,42,95,box,15,2294.34
3334,76,11,41,box,5,400.51
3335,53,92,77,box,10,4156.25
3336,60,43,83,box,38,1633.03
3337,20,59,92,ellipsoid,66,178.28
3338,95,9,63,box,20,530.03
3339,50,96,66,cylinder,42,1775.04
3340,55,68,74,ellipsoid,1,1323.43
3341,44,1,40,box,44,12.12
3342,35,39,82,box,55,619.53
3343,83,90,65,cylinder,76,1125.74
3344,44,27,59,cylinder,74,176.05
3345,73,58,31,box,35,1049.37
3346,15,75,99,cylinder,33,720.87
3347,4,22,10,box,81,2.05
3348,54,97,31,box,55,898.76
3349,58,68,58,cylinder,59,906.03
3350,8,46,81,cylinder,54,132.46
3351,81,87,52,cylinder,83,601.79
3352,38,10,97,box,52,217.62
3353,18,47,23,cylinder,82,33.83
3354,8,76,43,ellipsoid,38,78.29
3355,3,91,45,box,67,49.86
3356,35,44,55,cylinder,39,499.12
3357,48,89,47,cylinder,72,543.1
3358,92,41,65,box,68,965.02
3359,94,78,56,ellipsoid,51,971.78
3360,46,27,57,cylinder,11,608.66
3361,63,89,40,cylinder,81,411.66
3362,50,46,96,box,47,1439.39
3363,21,42,20,cylinder,20,136.32
3364,55,16,35,cylinder,70,89.26
3365,83,56,55,cylinder,63,913.74
3366,46,51,62,cylinder,35,913.33
3367,50,65,59,box,27,1721.72
3368,51,86,28,cylinder,58,498.27
3369,41,38,72,cylinder,32,736.89
3370,69,93,56,cylinder,42,2013.46
3371,73,19,61,ellipsoid,98,8.17
3372,19,20,21,box,35,63.8
3373,61,52,97,ellipsoid,91,133.75
3374,61,35,76,box,81,379.2
3375,46,81,75,box,36,2199.83
3376,58,4,69,box,83,33.47
3377,86,66,14,box,67,322.54
3378,7,27,49,ellipsoid,72,12.52
3379,79,41,85,box,49,1727.05
3380,61,42,41,ellipsoid,78,111.62
3381,31,47,81,cylinder,29,809.46
3382,39,5,75,cylinder,2,138.45
3383,7,77,56,ellipsoid,39,88.93
3384,99,84,72,box,77,1693.86
3385,26,45,2,box,33,19.28
3386,43,85,32,ellipsoid,97,16.94
3387,63,33,33,ellipsoid,90,33.13
3388,98,22,35,box,56,408.38
3389,95,44,65,box,22,2606.68
3390,17,42,24,ellipsoid,91,7.44
3391,17,88,47,cylinder,77,156.22
3392,8,42,23,cylinder,35,48.52
3393,48,4,70,box,24,125.63
3394,12,50,6,box,5,42.06
3395,9,15,48,ellipsoid,92,2.5
3396,44,33,10,cylinder,76,33.66
3397,25,95,6,ellipsoid,75,17.2
3398,2,89,54,ellipsoid,6,43.64
3399,61,17,45,ellipsoid,44,126.22
3400,50,99,75,ellipsoid,83,304.84
3401,73,8,10,ellipsoid,4,27.08
3402,60,42,48,box,36,952.19
3403,17,77,29,box,61,182.09
3404,97,52,31,box,89,211.56
3405,88,46,31,box,31,1065.01
3406,91,86,82,box,16,6630.37
3407,26,29,93,ellipsoid,1,335.31
3408,70,75,23,cylinder,19,944.85
3409,30,62,96,cylinder,59,707.23
3410,88,7,81,ellipsoid,62,91.58
3411,72,91,24,box,5,1837.44
3412,53,81,29,box,94,91.87
3413,54,91,43,cylinder,99,20.41
3414,38,60,45,ellipsoid,89,54.51
3415,5,23,64,ellipsoid,76,8.53
3416,12,10,6,cylinder,88,0.83
3417,57,38,48,cylinder,45,552.4
3418,88,94,61,box,14,5337.57
3419,3,93,40,box,92,10.98
3420,63,16,35,ellipsoid,40,102.24
3421,5,94,59,cylinder,99,2.67
3422,22,24,59,ellipsoid,50,75.23
3423,36,87,84,box,62,1229.67
3424,70,31,3,cylinder,23,48.42
3425,77,88,22,ellipsoid,78,158.41
3426,57,39,8,box,54,100.62
3427,43,95,97,ellipsoid,15,1626.85
3428,81,57,61,cylinder,92,217.65
3429,46,33,66,ellipsoid,50,241.96
3430,60,73,10,cylinder,7,393.5
3431,96,18,33,box,24,533.06
3432,40,49,81,box,27,1425.5
3433,4,45,19,box,55,18.92
3434,95,7,66,box,25,404.88
3435,36,18,46,box,59,150.32
3436,58,11,4,ellipsoid,4,11.83
3437,11,7,77,ellipsoid,61,11.16
3438,87,64,40,ellipsoid,43,613.19
3439,92,23,96,ellipsoid,55,441.53
3440,52,78,85,cylinder,36,2131.53
3441,69,31,33,box,13,755.35
3442,95,95,88,ellipsoid,64,1381.01
3443,92,84,36,cylinder,19,2176.95
